"자전거대여소명",자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자
"홍익대학교 정문",무인대여소,,세종특별자치시 조치원읍 신안리 314-1,36.621048,127.290559,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"조치원읍 중앙요양병원",무인대여소,,세종특별자치시 조치원읍 신안리 487,36.614142,127.288727,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가락마을 908동",무인대여소,,세종특별자치시 고운동 1408,36.5111170720,127.2286675159,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새롬동 에스월드빌딩",무인대여소,,세종특별자치시 새롬동 산 21,36.485451,127.250522574,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새뜸마을 418동",무인대여소,,세종특별자치시 새롬동 283-3,36.489613,127.245599,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"가락마을 111동",무인대여소,,세종특별자치시 고운동 1729,36.504293,127.234777,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"정부세종청사 시외버스터미널",무인대여소,,세종특별자치시 어진동 561-1,36.5041969099,127.261499639,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"수루배6단지 북측",무인대여소,,세종특별자치시 반곡동 825,36.495920,127.317530,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"새샘마을6단지 106동",무인대여소,,세종특별자치시 소담동 32-24,36.481370,127.303800,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"세종파이낸스 2차",무인대여소,,세종특별자치시 어진동 667,36.4968241171,127.2614887872,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"세종파이낸스 2차",무인대여소,,세종특별자치시 어진동 668,36.496830,127.262500,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"고려대학교",무인대여소,,세종특별자치시 조치원읍 서창리 50-5,36.609976,127.293226,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"대평동 복합커뮤티센터",무인대여소,,세종특별자치시 대평동 90-1,36.470920,127.279640,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"해들마을 6단지 정문",무인대여소,,세종특별자치시 대평동 567-1,36.4747817921,127.276491093,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"해들마을 6단지 609동 인근",무인대여소,,세종특별자치시 대평동 567-4,36.473918,127.277168,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"소담동복합커뮤니티 센터",무인대여소,,세종특별자치시 소담동 9-174,36.483993,127.300812,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
"어진교차로",무인대여소,,세종특별자치시 어진동 588,36.4984546114,127.2591367867,00:00,23:59,없음,유료,1000원,20,,N,,N,1899-9161,세종특별자치시청,2019-08-13
